,Unnamed: 0_orig,Unnamed: 0_comp,mag_diff_orig,mag_diff_comp,fof_halo_count_orig,fof_halo_count_comp,fof_halo_tag_orig,fof_halo_tag_comp,fof_halo_mass_orig,fof_halo_mass_comp,fof_halo_ke_orig,fof_halo_ke_comp,fof_halo_center_x_orig,fof_halo_center_x_comp,fof_halo_center_y_orig,fof_halo_center_y_comp,fof_halo_center_z_orig,fof_halo_center_z_comp,fof_halo_angmom_x_orig,fof_halo_angmom_x_comp,fof_halo_angmom_y_orig,fof_halo_angmom_y_comp,fof_halo_angmom_z_orig,fof_halo_angmom_z_comp,fof_halo_max_cir_vel_orig,fof_halo_max_cir_vel_comp,fof_halo_com_x_orig,fof_halo_com_x_comp,fof_halo_com_y_orig,fof_halo_com_y_comp,fof_halo_com_z_orig,fof_halo_com_z_comp,fof_halo_mean_vx_orig,fof_halo_mean_vx_comp,fof_halo_mean_vy_orig,fof_halo_mean_vy_comp,fof_halo_mean_vz_orig,fof_halo_mean_vz_comp,fof_halo_vel_disp_orig,fof_halo_vel_disp_comp,fof_halo_1D_vel_disp_orig,fof_halo_1D_vel_disp_comp,fof_halo_angmom_dx_orig,fof_halo_angmom_dx_comp,fof_halo_angmom_dy_orig,fof_halo_angmom_dy_comp,fof_halo_angmom_dz_orig,fof_halo_angmom_dz_comp,fof_halo_angmom_mag_orig,fof_halo_angmom_mag_comp,fof_halo_specific_angmom_mag_orig,fof_halo_specific_angmom_mag_comp
84,84,84,0.1138445362448692,0.1138445362448692,1043,1043,757742786,757742786,572225093632.0,572225093632.0,5.533387185559962e+16,5.529091359270502e+16,180.278564453125,180.278564453125,171.56387329101562,171.56387329101562,46.6524658203125,46.6524658203125,-185206784000.0,-214098198528.0,575421480960.0,554119331840.0,-216207441920.0,-279872962560.0,109.72847747802734,109.72847747802734,180.23971557617188,180.23971557617188,171.56082153320312,171.56082153320312,46.67340087890625,46.67340087890625,107.64070129394533,107.56964874267578,380.96722412109375,380.80181884765625,-64.00746154785156,-64.02289581298828,104.2104721069336,104.19315338134766,104.2104721069336,104.19315338134766,-0.28848650496441824,-0.32603633975951096,0.8963026533822861,0.8438325963750327,-0.3367745388138603,-0.42620048621651263,641994619550.205,656669740207.2477,1.1219267150193766,1.1475724282541764
85,85,85,0.1135817691683769,0.1135817691683769,2197,2197,907851021,907851021,1205348597760.0,1205348597760.0,1.867761361543496e+17,1.866853233658429e+17,214.2289123535156,214.2289123535156,209.6443328857422,209.6443328857422,58.710205078125,58.710205078125,2210187968512.0,1951568756736.0,-1424797204480.0,-1399921573888.0,-452143448064.0,-608167591936.0,144.1256103515625,144.1256103515625,214.24143981933597,214.24143981933597,209.7344665527344,209.7344665527344,58.70460891723633,58.70460891723633,-164.42459106445312,-164.35064697265625,313.3482360839844,313.2281188964844,-359.3401794433594,-359.2871398925781,136.09349060058594,136.0775604248047,136.09349060058594,136.0775604248047,0.8283371866944301,0.7877001058432483,-0.5339873914722398,-0.5650420299657398,-0.16945492287870967,-0.2454710728919632,2668222559622.122,2477552995434.484,2.2136521870774173,2.055465945734477
86,86,86,0.1134023815393447,0.1134023815393447,1536,1536,360395700,360395700,842701602816.0,842701602816.0,9.673242167161651e+16,9.662740113129472e+16,85.64600372314453,85.64600372314453,175.4455108642578,175.4455108642578,229.4792633056641,229.4792633056641,-244856881152.0,-263861207040.0,144061677568.0,176009035776.0,163789684736.0,164848959488.0,148.9748077392578,148.9748077392578,85.6386489868164,85.6386489868164,175.44183349609375,175.44183349609375,229.4522399902344,229.4522399902344,3.1564176082611084,3.157313823699951,-83.05307006835938,-83.04815673828125,-409.9538269042969,-409.7146606445313,134.91603088378906,134.85128784179688,134.91603088378906,134.85128784179688,-0.7466824430057948,-0.738157500076152,0.439311016475833,0.49238912872679536,0.49947088014204444,0.46116857112447834,327926394206.24457,357459223827.9483,0.3891370244347877,0.424182442080863
87,87,87,0.1128513738512992,0.1128513738512992,1516,1516,236365289,236365289,831728910336.0,831728910336.0,6.14492928227672e+17,6.13964544171049e+17,64.51991271972656,64.51991271972656,98.52257537841795,98.52257537841795,123.98098754882812,123.98098754882812,457435381760.0,454101073920.0,-253879844864.0,-328392572928.0,424895774720.0,439784013824.0,173.68130493164062,173.68130493164062,64.51686096191406,64.51686096191406,98.525390625,98.525390625,123.9892578125,123.9892578125,1174.2982177734375,1173.760986328125,-122.20145416259766,-122.15715026855467,-144.48680114746094,-144.47557067871094,144.73179626464844,144.73757934570312,144.73179626464844,144.73757934570312,0.678715506681241,0.6374584148193199,-0.37669186602935467,-0.46099122199829917,0.6304351664189976,0.617360399294087,673972197860.5605,712361878615.5793,0.8103267657105856,0.8564832480426837
88,88,88,0.1118041649460792,0.1118041649460792,1012,1012,851961827,851961827,555217453056.0,555217453056.0,2.6899730214682624e+16,2.6867410585780224e+16,195.8641357421875,195.8641357421875,129.83180236816406,129.83180236816406,247.74053955078125,247.74053955078125,-74971258880.0,-68056817664.0,296476049408.0,297518039040.0,-139895488512.0,-102953066496.0,123.6310806274414,123.6310806274414,195.83950805664065,195.83950805664065,129.80357360839844,129.80357360839844,247.7469024658203,247.7469024658203,-215.78016662597656,-215.62648010253903,112.8348617553711,112.7781753540039,-30.767656326293945,-30.718923568725582,110.54193878173828,110.49016571044922,110.54193878173828,110.49016571044922,-0.22293778903736688,-0.2112913270228871,0.8816140471023216,0.9236838194869249,-0.41599929587800516,-0.3196313137709656,336287801201.0515,322099437884.7745,0.6056866536706891,0.5801320475642308
89,89,89,0.1117231175303459,0.1117231175303459,1763,1763,194696380,194696380,967241498624.0,967241498624.0,2.035675856759685e+17,2.0349723411166003e+17,37.64998245239258,37.64998245239258,180.80389404296875,180.80389404296875,48.95193099975586,48.95193099975586,250452918272.0,160260308992.0,-225515683840.0,-225602715648.0,-761755336704.0,-784690577408.0,151.6591033935547,151.6591033935547,37.64517593383789,37.64517593383789,180.8055419921875,180.8055419921875,48.96986389160156,48.96986389160156,-294.832763671875,-294.7339782714844,525.4300537109375,525.36572265625,65.46931457519531,65.44233703613281,133.70948791503906,133.68943786621094,133.70948791503906,133.68943786621094,0.3006710946441796,0.19260731218126512,-0.27073370910361666,-0.2711384556479585,-0.9144944787151364,-0.9430728291935617,832979700188.3109,832057242152.7644,0.8611910276526697,0.8602373278405144
90,90,90,0.1117005869746208,0.1117005869746208,1187,1187,650843344,650843344,651228413952.0,651228413952.0,6.632336172620186e+16,6.628417014962586e+16,161.43763732910156,161.43763732910156,179.28402709960938,179.28402709960938,53.359493255615234,53.359493255615234,365697859584.0,359885045760.0,187347959808.0,235604443136.0,204581437440.0,188263399424.0,152.66131591796875,152.66131591796875,161.43893432617188,161.43893432617188,179.2910919189453,179.2910919189453,53.38016128540039,53.38016128540039,389.0089111328125,388.9013671875,-24.681398391723636,-24.68932342529297,-20.163286209106445,-20.17578887939453,130.82212829589844,130.7742156982422,130.82212829589844,130.7742156982422,0.7967146055723304,0.7664595494952592,0.4081589541514015,0.5017748791527334,0.44570405586415757,0.4009510314724033,459007349716.27155,469542125213.2576,0.7048331121346059,0.7210098870898869
91,91,91,0.1101879253983497,0.1101879253983497,1053,1053,901675193,901675193,577711439872.0,577711439872.0,2.900302079669043e+16,2.898113149586637e+16,211.38424682617188,211.38424682617188,231.9534912109375,231.9534912109375,50.67793273925781,50.67793273925781,-12267757568.0,-2007135488.0,-223658082304.0,-239150055424.0,87498194944.0,106388578304.0,130.72105407714844,130.72105407714844,211.37942504882807,211.37942504882807,231.93768310546875,231.93768310546875,50.6659049987793,50.6659049987793,-192.6482696533203,-192.5903167724609,0.8967817425727844,0.9096763134002686,157.38206481933594,157.30197143554688,113.31861114501952,113.27701568603516,113.31861114501952,113.27701568603516,-0.05101418529633198,-0.007668013787526156,-0.9300587161455166,-0.9136433156817744,0.36385208178641065,0.40644445287710346,240477378923.89856,261754287826.80103,0.41625864112571437,0.4530882889990829
92,92,92,0.1095157042145729,0.1095157042145729,1070,1070,419164401,419164401,587038195712.0,587038195712.0,1.7206355388320973e+17,1.7200309792355123e+17,97.58224487304688,97.58224487304688,199.61778259277344,199.61778259277344,69.65740203857422,69.65740203857422,1100618399744.0,1211660500992.0,579006824448.0,648401256448.0,281116114944.0,232624455680.0,123.22654724121094,123.22654724121094,97.6038055419922,97.6038055419922,199.6040802001953,199.6040802001953,69.68818664550781,69.68818664550781,-48.4784049987793,-48.45929336547852,359.364990234375,359.26971435546875,649.0858764648438,648.9505615234375,105.51966094970705,105.58279418945312,105.51966094970705,105.58279418945312,0.8632271876711524,0.8693258779255921,0.4541214582882739,0.465206211680772,0.22048247909411023,0.16690026537583252,1275004327323.4834,1393793204319.7605,2.171927374805776,2.3742802674522276
93,93,93,0.1086725816130638,0.1086725816130638,1167,1167,91441439,91441439,640255721472.0,640255721472.0,3.998996632866652e+17,3.9956249117406e+17,29.27529525756836,29.27529525756836,40.359405517578125,40.359405517578125,72.03941345214844,72.03941345214844,-117208334336.0,-65803505664.0,-302003814400.0,-251868610560.0,604469788672.0,624431005696.0,171.35446166992188,171.35446166992188,29.264604568481445,29.264604568481445,40.37265396118164,40.37265396118164,72.03726196289062,72.03726196289062,696.0888061523438,695.9190063476562,-462.4776916503906,-462.3739318847656,697.5958251953125,697.1380615234375,146.19873046875,146.10470581054688,146.19873046875,146.10470581054688,-0.17090633408924427,-0.09726735914426814,-0.44036428887480067,-0.372299231679234,0.8814024722293253,0.9230018109062149,685804507835.2443,676521972457.3733,1.0711415530321602,1.056643384462062
94,94,94,0.1084261685609817,0.1084261685609817,1305,1305,758094660,758094660,715967168512.0,715967168512.0,1.3761313157572198e+17,1.3751891717311693e+17,176.39678955078125,176.39678955078125,243.52947998046875,243.52947998046875,199.77040100097656,199.77040100097656,197838782464.0,141394165760.0,-675691692032.0,-635559018496.0,442329858048.0,500045611008.0,144.1892852783203,144.1892852783203,176.38006591796875,176.38006591796875,243.5094146728516,243.5094146728516,199.7679901123047,199.7679901123047,-236.3704071044922,-236.24679565429688,-278.7833251953125,-278.6662902832031,-451.2730712890625,-451.16644287109375,125.3971710205078,125.3396224975586,125.3971710205078,125.3396224975586,0.2379363688494826,0.17223054648335753,-0.8126395930136296,-0.7741668582266149,0.5319804284420296,0.60909959323708,831477690529.7393,820958701270.0026,1.1613349425753776,1.1466429431061864
95,95,95,0.1082705929875373,0.1082705929875373,2814,2814,433960818,433960818,1543855669248.0,1543855669248.0,6.367800289226916e+17,6.365033643093524e+17,113.92539978027344,113.92539978027344,226.6272125244141,226.6272125244141,211.96859741210935,211.96859741210935,3154148327424.0,3055520055296.0,-1390336016384.0,-1576485781504.0,-1203694731264.0,-869197217792.0,177.1645050048828,177.1645050048828,113.92314910888672,113.92314910888672,226.6678466796875,226.6678466796875,211.9898681640625,211.9898681640625,607.61865234375,607.4769897460938,302.1976928710937,302.1528015136719,-526.95166015625,-526.818115234375,170.01939392089844,170.00131225585938,170.01939392089844,170.00131225585938,0.8638887193526802,0.861581501478726,-0.38079870569841534,-0.4445302148594466,-0.32967958128097297,-0.2450922364879766,3651104889744.8647,3546408610272.8916,2.3649263091564054,2.2971114987713324
96,96,96,0.1082017123699188,0.1082017123699188,4310,4310,634041549,634041549,2364612018176.0,2364612018176.0,1.595869315863675e+17,1.594447509890007e+17,154.138916015625,154.138916015625,169.9727325439453,169.9727325439453,53.440162658691406,53.440162658691406,-825351864320.0,-762148880384.0,-1383431274496.0,-1127957004288.0,3055765946368.0,3321176522752.0,200.50082397460935,200.50082397460935,154.1566925048828,154.1566925048828,169.93545532226562,169.93545532226562,53.47148132324219,53.47148132324219,100.63005828857422,100.58467864990234,-142.77081298828125,-142.70338439941406,-56.439491271972656,-56.4212760925293,183.74261474609372,183.6611328125,183.74261474609372,183.6611328125,-0.23892856652549904,-0.21233669452626436,-0.40048525433961846,-0.3142518056807859,0.8846042624555918,0.925288566223546,3454387544872.8164,3589341362237.926,1.4608686407410891,1.5179409284262413
97,97,97,0.1067355424165725,0.1067355424165725,1994,1994,428818534,428818534,1093975932928.0,1093975932928.0,1.5562219573582234e+17,1.5553926850727117e+17,99.57620239257812,99.57620239257812,0.2118072509765625,0.2118072509765625,32.28263854980469,32.28263854980469,-60116045824.0,-26431989760.0,-180300070912.0,-192730972160.0,-282622459904.0,-276934230016.0,156.40213012695312,156.40213012695312,99.57122039794922,99.57122039794922,0.1994668990373611,0.1994668990373611,32.28271484375,32.28271484375,-138.53773498535156,-138.49290466308594,357.1097106933594,357.0025634765625,281.317626953125,281.2406616210937,139.8188018798828,139.79568481445312,139.8188018798828,139.79568481445312,-0.1765086830336766,-0.07810125397510038,-0.529384919306359,-0.5694815540642886,-0.8298170232194064,-0.8182853742479085,340584070940.74963,338432335138.0099,0.31132684064555666,0.30935994563628466
98,98,98,0.1064055040478706,0.1064055040478706,1253,1253,521958913,521958913,687438233600.0,687438233600.0,1.4966916490513613e+17,1.495466724378542e+17,119.71643829345705,119.71643829345705,207.66998291015625,207.66998291015625,134.46510314941406,134.46510314941406,-40060846080.0,-56815001600.0,353270300672.0,419107012608.0,550663946240.0,566450520064.0,150.08779907226562,150.08779907226562,119.703125,119.703125,207.66375732421875,207.66375732421875,134.4738006591797,134.4738006591797,-233.0467529296875,-233.0142364501953,440.7051086425781,440.4949951171875,372.9498291015625,372.7883911132813,126.2497329711914,126.2026138305664,126.2497329711914,126.2026138305664,-0.06111812300862271,-0.08036905667222582,0.5389606012975258,0.5928581237251891,0.8401107339445868,0.8012865029829623,655465909421.7947,706926321553.234,0.9534906226981709,1.0283488566691703
99,99,99,0.1061422154307365,0.1061422154307365,1348,1348,666555807,666555807,739558424576.0,739558424576.0,4.292012787997082e+16,4.290271178758554e+16,154.57911682128906,154.57911682128906,172.4775390625,172.4775390625,104.76165008544922,104.76165008544922,-3861688064.0,-6734830080.0,-47363305472.0,-54435188736.0,-95589392384.0,-87215775744.0,154.0307159423828,154.0307159423828,154.58705139160156,154.58705139160156,172.48606872558594,172.48606872558594,104.77320098876952,104.77320098876952,-242.5162506103516,-242.4547882080078,56.563087463378906,56.547950744628906,58.84809494018555,58.85538482666016,129.8627471923828,129.8416290283203,129.8627471923828,129.8416290283203,-0.03617511974013022,-0.06536778892837806,-0.44368504610991927,-0.5283441282562055,-0.895452366444037,-0.8465102092165252,106749835017.57716,103029797862.35686,0.14434266647530714,0.1393125876720631
100,100,100,0.1057240068912506,0.1057240068912506,1360,1360,73293199,73293199,746142040064.0,746142040064.0,9.023986563914138e+16,9.018219281829069e+16,14.55035400390625,14.55035400390625,238.04718017578125,238.04718017578125,97.0416259765625,97.0416259765625,18522009600.0,58385977344.0,316096380928.0,312140038144.0,-1027536650240.0,-921152913408.0,138.8363037109375,138.8363037109375,14.585891723632812,14.585891723632812,238.06915283203125,238.06915283203125,97.02947998046876,97.02947998046876,21.67192840576172,21.643001556396484,435.4423522949219,435.2977294921875,-71.2537612915039,-71.22511291503906,124.80260467529295,124.77144622802734,124.80260467529295,124.77144622802734,0.01722629938093405,0.059922841616703804,0.29398380676228025,0.32035634100517346,-0.9556551553626427,-0.9453999512536251,1075216980177.416,974352613607.1058,1.4410352485770535,1.3058540616791023
